iter,RSS
1,0.0127753
2,0.00954632
3,0.00848845
4,0.00785429
5,0.00735727
6,0.00693242
7,0.00655632
8,0.00621735
9,0.00590914
10,0.0056279
11,0.00537122
12,0.00513928
13,0.00493179
14,0.00474862
15,0.00458953
16,0.00445388
17,0.00434055
18,0.00424783
19,0.00417352
20,0.00411506
21,0.00406909
22,0.00402474
23,0.00398875
24,0.00395935
25,0.0039354
26,0.00391455
27,0.00389506
28,0.00387587
29,0.00385634
30,0.00383599
31,0.00381457
32,0.00379199
33,0.00376827
34,0.00374351
35,0.0037178
36,0.00369124
37,0.00366393
38,0.00363597
39,0.00360744
40,0.00357842
41,0.00354897
42,0.0035192
43,0.00348922
44,0.0034591
45,0.00342905
46,0.00339926
47,0.00336969
48,0.00334026
49,0.00331099
50,0.00328194
51,0.00324873
52,0.00321602
53,0.00318389
54,0.00315223
55,0.00312104
56,0.00309035
57,0.00306019
58,0.00303053
59,0.00300171
60,0.00297383
61,0.00294674
62,0.00292037
63,0.00289463
64,0.00286947
65,0.00284484
66,0.00282069
67,0.002797
68,0.00277374
69,0.00275088
70,0.00272841
71,0.00270633
72,0.00268462
73,0.00266327
74,0.00264229
75,0.00262167
76,0.00260128
77,0.00258134
78,0.00256204
79,0.00254331
80,0.00252508
81,0.00250731
82,0.00248995
83,0.00247296
84,0.00245633
85,0.00244022
86,0.00242433
87,0.00240868
88,0.00239328
89,0.00237812
90,0.00236319
91,0.00234847
92,0.00233397
93,0.00231966
94,0.00230555
95,0.00229163
96,0.0022779
97,0.00226406
98,0.0022506
99,0.00223756
100,0.00222487
101,0.00221246
102,0.0022003
103,0.00218834
104,0.00217655
105,0.0021649
106,0.00215335
107,0.00214189
108,0.00213048
109,0.00211913
110,0.00210781
111,0.00209652
112,0.00208526
113,0.00207402
114,0.0020628
115,0.00205161
116,0.00204044
117,0.00202929
118,0.00201818
119,0.00200709
120,0.00199603
121,0.001985
122,0.001974
123,0.00196304
124,0.0019521
125,0.00194119
126,0.00193031
127,0.00191945
128,0.00190861
129,0.0018978
130,0.00188702
131,0.00187626
132,0.00186552
133,0.00185481
134,0.00184414
135,0.00183349
136,0.00182289
137,0.00181232
138,0.0018018
139,0.00179133
140,0.00178091
141,0.00177056
142,0.00176027
143,0.00175005
144,0.0017399
145,0.00172984
146,0.00171985
147,0.00170996
148,0.00170015
149,0.00169043
150,0.00168081
151,0.00167128
152,0.00166184
153,0.00165249
154,0.00164323
155,0.00163404
156,0.00162488
157,0.0016158
158,0.00160679
159,0.00159785
160,0.00158898
161,0.00158017
162,0.00157137
163,0.00156277
164,0.00155434
165,0.00154596
166,0.00153764
167,0.00152939
168,0.00152118
169,0.00151301
170,0.00150484
171,0.00149669
172,0.00148853
173,0.00148036
174,0.00147217
175,0.00146397
176,0.00145575
177,0.0014475
178,0.00143925
179,0.001431
180,0.00142272
181,0.00141441
182,0.00140607
183,0.00139769
184,0.00138927
185,0.00138082
186,0.00137235
187,0.00136385
188,0.00135533
189,0.00134678
190,0.00133823
191,0.00132967
192,0.0013211
193,0.00131253
194,0.00130397
195,0.00129543
196,0.0012869
197,0.0012784
198,0.00126993
199,0.00126149
200,0.0012531
201,0.00124476
202,0.00123648
203,0.00122825
204,0.0012201
205,0.00121199
206,0.00120411
207,0.00119646
208,0.00118897
209,0.00118161
210,0.00117437
211,0.00116721
212,0.00116015
213,0.00115317
214,0.00114626
215,0.00113943
216,0.00113268
217,0.001126
218,0.0011194
219,0.00111288
220,0.00110644
221,0.00110009
222,0.00109382
223,0.00108764
224,0.00108155
225,0.00107556
226,0.00106967
227,0.00106387
228,0.00105816
229,0.00105255
230,0.00104704
231,0.00104165
232,0.0010364
233,0.00103126
234,0.00102623
235,0.00102131
236,0.00101649
237,0.00101174
238,0.00100706
239,0.00100243
240,0.000997853
241,0.00099331
242,0.00098879
243,0.000984284
244,0.000979918
245,0.00097571
246,0.00097154
247,0.000967342
248,0.000963082
249,0.000958746
250,0.000954326
251,0.000949819
252,0.000945226
253,0.000940548
254,0.000935788
255,0.000930951
256,0.000926041
257,0.000921063
