iter,RSS
1,0.0100211
2,0.00741411
3,0.00658915
4,0.00609958
5,0.00571899
6,0.0053948
7,0.00510768
8,0.00484838
9,0.00461246
10,0.00439822
11,0.00420492
12,0.00403161
13,0.00387992
14,0.00374689
15,0.00362117
16,0.00351921
17,0.00343865
18,0.00337674
19,0.00333063
20,0.0032974
21,0.00327455
22,0.00325946
23,0.00324979
24,0.00324372
25,0.00323988
26,0.00323728
27,0.00323498
28,0.00323269
29,0.00323044
30,0.00322815
31,0.0032258
32,0.00322315
33,0.00322033
34,0.0032172
35,0.00321373
36,0.00321031
37,0.00320647
38,0.00320204
39,0.00319679
40,0.00318572
41,0.00316982
42,0.0031529
43,0.00313502
44,0.00311694
45,0.00309838
46,0.00307941
47,0.00306124
48,0.00304469
49,0.0030286
50,0.00301397
51,0.00300126
52,0.00299041
53,0.00298102
54,0.00297318
55,0.00296637
56,0.00296078
57,0.00295627
58,0.00295225
59,0.00294809
60,0.00294427
61,0.00294128
62,0.0029378
63,0.00293475
64,0.00293106
65,0.0029268
66,0.00292288
67,0.00291927
68,0.00291595
69,0.00291204
70,0.00290718
71,0.00290253
72,0.00289845
73,0.0028951
74,0.00289164
75,0.00288818
76,0.00288376
77,0.00287927
78,0.00287591
79,0.00287379
80,0.002872
81,0.00287017
82,0.00286811
83,0.00286593
84,0.00286375
85,0.0028621
86,0.00286008
87,0.00285788
88,0.00285503
89,0.00285192
90,0.00284862
91,0.00284557
92,0.00284203
93,0.00283787
94,0.00283325
95,0.00282856
96,0.00282375
97,0.00281932
98,0.00281451
99,0.0028097
100,0.00280528
101,0.00280139
102,0.00279792
103,0.00279514
104,0.00279226
105,0.00278966
106,0.00278665
107,0.00278349
108,0.00277988
109,0.00277653
110,0.00277265
111,0.0027689
112,0.00276464
113,0.00276009
114,0.00275502
115,0.00274999
116,0.00274442
117,0.00273905
118,0.00273332
119,0.0027277
120,0.00272115
121,0.00271532
122,0.00271012
123,0.00270585
124,0.00270171
125,0.00269783
126,0.00269364
127,0.00269013
128,0.00268584
129,0.00268169
130,0.00267732
131,0.00267276
132,0.00266754
133,0.00266269
134,0.00265726
135,0.00265174
136,0.00264582
137,0.00263974
138,0.00263276
139,0.00262621
140,0.00261934
141,0.00261278
142,0.00260593
143,0.00259918
144,0.00259281
145,0.00258752
146,0.00258246
147,0.00257801
148,0.00257354
149,0.00256916
150,0.00256426
151,0.00255976
152,0.00255491
153,0.00255024
154,0.0025455
155,0.00254073
156,0.00253495
157,0.00252904
158,0.00252271
159,0.00251635
160,0.00251009
161,0.00250384
162,0.00249664
163,0.00248983
164,0.00248286
165,0.00247627
166,0.00247039
167,0.00246549
168,0.00246025
169,0.00245569
170,0.00245117
171,0.00244728
172,0.00244344
173,0.00243947
174,0.0024348
175,0.00243034
176,0.00242571
177,0.00242132
178,0.00241645
179,0.0024112
180,0.00240502
181,0.00239865
182,0.00239239
183,0.0023865
184,0.00238021
185,0.00237389
186,0.00236655
187,0.00235965
188,0.00235368
189,0.00234893
190,0.00234457
191,0.00234063
192,0.00233611
193,0.00233197
194,0.00232786
195,0.00232404
196,0.00231967
197,0.00231554
198,0.00231066
199,0.00230573
200,0.00230028
201,0.00229495
202,0.00228896
203,0.00228298
204,0.00227652
205,0.00227003
206,0.00226327
207,0.00225683
208,0.00224991
209,0.00224358
210,0.0022375
211,0.00223211
212,0.00222742
213,0.0022235
214,0.00221927
215,0.00221545
216,0.00221118
217,0.00220708
218,0.00220252
219,0.00219811
220,0.00219358
221,0.00218908
222,0.00218369
223,0.00217831
224,0.00217198
225,0.00216585
226,0.00215961
227,0.00215348
228,0.00214659
229,0.00213965
230,0.00213193
231,0.00212523
232,0.0021191
233,0.00211363
234,0.00210863
235,0.00210383
236,0.00209877
237,0.00209427
238,0.00208993
239,0.00208587
240,0.00208094
241,0.00207601
242,0.00207066
243,0.00206525
244,0.00205962
245,0.00205405
246,0.00204751
247,0.00204083
248,0.00203382
249,0.00202698
250,0.00202003
251,0.00201332
252,0.00200628
253,0.0019993
254,0.00199228
255,0.00198657
256,0.00198199
257,0.00197779
258,0.00197353
259,0.00196942
260,0.00196485
261,0.00196063
262,0.00195639
263,0.00195227
264,0.00194773
265,0.00194267
266,0.00193657
267,0.00193056
268,0.00192429
269,0.00191831
270,0.00191209
271,0.00190556
272,0.00189822
273,0.00189119
274,0.00188432
275,0.00187787
276,0.00187176
277,0.00186587
278,0.00186011
279,0.00185575
280,0.00185211
281,0.00184859
282,0.00184481
283,0.00184052
284,0.00183564
285,0.00183094
286,0.00182655
287,0.00182223
288,0.00181724
289,0.00181113
290,0.00180437
291,0.00179776
292,0.00179149
